type,hedge_threshold,hedge_upgrade,hedge_ratio,hedge_profit,hedge_stop,long_trades,long_invested,long_profit,long_return,short_trades,short_invested,short_profit,short_return,total_profit,total_return
롱 온리,-,-,-,-,-,105,384000,14025.137609470941,3.652379585799724,0,0.0,0.0,0.0,14025.137609470941,3.652379585799724
헷징,2,0,0.5,5,-10,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-121.88466841589269,-0.19044479439983233,13903.252941055049,3.1034046743426447
헷징,2,5,0.5,5,-10,105,384000,14025.137609470941,3.652379585799724,82,147000.0,2443.2321229729373,1.6620626686890732,16468.36973244388,3.1013878968820867
헷징,3,0,0.5,12,-10,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-30.08769849909453,-0.039330324835417686,13995.049910971848,3.0390987863131045
헷징,2,0,0.5,5,-12,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-416.8333125806763,-0.6513020509073068,13608.304296890265,3.0375679234130053
헷징,2,0,0.5,12,-10,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-427.31209906042415,-0.6676751547819127,13597.825510410517,3.0352289085737763
헷징,2,5,0.5,5,-12,105,384000,14025.137609470941,3.652379585799724,82,147000.0,2028.283478808154,1.3797846794613293,16053.421088279096,3.0232431428020896
헷징,2,0,0.5,5,-15,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-734.986181921738,-1.1484159092527155,13290.151427549203,2.96655165793509
헷징,3,0,0.5,8,-10,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-445.07734406424237,-0.5818004497571795,13580.060265406699,2.948981599436851
헷징,2,0,0.5,8,-10,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-838.817083360082,-1.3106516927501284,13186.32052611086,2.9433751174354597
헷징,2,0,0.5,12,-12,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-840.7969804769036,-1.313745281995162,13184.340628994038,2.9429331761147406
헷징,3,0,0.5,10,-10,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-486.8571189676527,-0.6364145345982388,13538.280490503288,2.939908901303646
헷징,3,0,0.5,12,-12,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-486.9536551992019,-0.6365407257505907,13538.183954271739,2.9398879379526033
헷징,2,0,0.5,10,-10,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-867.312099060424,-1.3551751547819124,13157.825510410517,2.93701462285949
헷징,2,0,0.5,5,-20,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-879.2831193114338,-1.3738798739241154,13145.854490159507,2.93434252012489
헷징,2,5,0.5,5,-15,105,384000,14025.137609470941,3.652379585799724,82,147000.0,1530.1306094670924,1.0409051765082262,15555.268218938034,2.9294290431145074
헷징,2,5,0.75,5,-10,105,384000,14025.137609470941,3.652379585799724,82,220500.0,3664.8481844594044,1.6620626686890725,17689.985793930347,2.9263830924615957
헷징,4,0,0.5,8,-12,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-728.5450070356744,-1.0118680653273255,13296.592602435267,2.915919430358611
헷징,4,0,0.5,10,-12,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-802.8989649064054,-1.1151374512588963,13222.238644564535,2.8996137378430995
헷징,4,0,0.5,8,-15,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-834.8338009890018,-1.1594913902625026,13190.30380848194,2.892610484316215
헷징,4,0,0.5,10,-15,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-847.3670082624909,-1.1768986225867928,13177.77060120845,2.889861973949222
헷징,2,0,0.75,5,-10,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-182.82700262383918,-0.19044479439983247,13842.310606847102,2.883814709759813
헷징,2,0,0.5,12,-15,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-1133.6587080697532,-1.7713417313589892,12891.478901401188,2.8775622547770507
헷징,2,0,0.5,8,-12,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-1232.3019647765618,-1.9254718199633778,12792.83564469438,2.85554367069071
헷징,2,5,0.5,5,-20,105,384000,14025.137609470941,3.652379585799724,82,147000.0,1085.8336720773966,0.7386623619574126,15110.971281548338,2.845757303493096
헷징,2,0,0.5,10,-12,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-1280.7969804769032,-2.0012452819951614,12744.340628994038,2.8447188904004546
헷징,3,0,0.5,10,-12,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-943.72307566776,-1.2336249355134117,13081.414533803181,2.8406980529431447
헷징,3,0,0.5,8,-12,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-945.2140929316427,-1.2355739776884218,13079.923516539298,2.840374270692573
헷징,3,0,0.5,5,-10,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-950.5879358069801,-1.2425986088980132,13074.549673663962,2.839207312413455
헷징,2,0,0.5,8,-15,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-1356.0817175746379,-2.1188776837103718,12669.055891896303,2.827914261583996
헷징,2,5,0.75,5,-12,105,384000,14025.137609470941,3.652379585799724,82,220500.0,3042.425218212231,1.3797846794613293,17067.56282768317,2.8234181683512274
헷징,4,0,0.5,8,-20,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1169.3945438431651,-1.6241590886710626,12855.743065627776,2.8192419003569684
헷징,4,0,0.5,10,-20,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1181.9277511166547,-1.6415663209953537,12843.209858354287,2.8164933899899753
헷징,3,0,0.5,12,-15,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1082.4099090354111,-1.4149149137717794,12942.727700435531,2.8105814767503867
헷징,2,0,0.5,12,-20,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-1449.6730515293475,-2.2651141430146056,12575.464557941594,2.8070233388262484
헷징,3,0,0.75,12,-10,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-45.13154774864131,-0.03933032483541726,13980.0060617223,2.80300873417991
헷징,2,0,0.75,5,-12,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-625.2499688710141,-0.6513020509073063,13399.887640599927,2.7916432584583184
헷징,2,5,1.0,5,-10,105,384000,14025.137609470941,3.652379585799724,82,294000.0,4886.464245945875,1.6620626686890732,18911.601855416815,2.789321807583601
헷징,2,0,0.75,12,-10,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-640.9681485906365,-0.667675154781913,13384.169460880305,2.788368637683397
헷징,2,0,0.5,10,-15,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-1573.6587080697536,-2.4588417313589903,12451.478901401188,2.779347969062765
헷징,3,0,0.5,5,-12,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1235.5879358069808,-1.6151476285058572,12789.54967366396,2.7773180615991224
헷징,2,0,0.5,8,-20,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-1622.0960610342322,-2.534525095365988,12403.04154843671,2.768536059918908
헷징,4,0,0.5,12,-12,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1472.9502038597411,-2.0457641720274182,12552.1874056112,2.7526726766691225
헷징,4,0,0.5,12,-15,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1537.4182472158259,-2.1353031211330915,12487.719362255115,2.7385349478629637
헷징,4,0,0.5,10,-10,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1537.708054951645,-2.135705631877285,12487.429554519296,2.7384713935349336
헷징,3,0,0.5,8,-15,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1495.670346767852,-1.9551246362978458,12529.467262703089,2.7208397964610396
헷징,4,0,0.5,5,-12,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1643.0488369694003,-2.2820122735686112,12382.088772501542,2.7153703448468294
헷징,3,0,0.5,10,-15,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1539.1793295039688,-2.0119991235345998,12485.958279966973,2.711391591740928
헷징,3,0,0.5,12,-20,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1540.5348928004164,-2.013771101699891,12484.602716670524,2.711097224032687
헷징,2,0,0.5,10,-20,105,384000,14025.137609470941,3.652379585799724,64,64000.0,-1889.673051529348,-2.9526141430146065,12135.464557941594,2.708809053111963
헷징,4,0,0.5,8,-10,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1697.7080549516454,-2.3579278540995072,12327.429554519296,2.703383674236688
헷징,2,5,0.75,5,-15,105,384000,14025.137609470941,3.652379585799724,82,220500.0,2295.195914200639,1.0409051765082262,16320.33352367158,2.699807034519699
헷징,2,0,0.75,5,-15,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-1102.479272882607,-1.1484159092527155,12922.658336588334,2.6922204867892363
헷징,2,0,1.0,5,-10,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-243.76933683178538,-0.19044479439983233,13781.368272639156,2.691673490749835
헷징,4,0,0.5,5,-10,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1772.2118848853715,-2.461405395674127,12252.92572458557,2.687045115040695
헷징,2,5,1.25,5,-10,105,384000,14025.137609470941,3.652379585799724,82,367500.0,6108.080307432344,1.6620626686890732,20133.217916903286,2.6790709137595856
헷징,4,0,0.5,5,-15,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1809.3376309227278,-2.512968931837122,12215.799978548213,2.678903504067591
헷징,3,0,0.75,8,-10,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-667.6160160963638,-0.5818004497571797,13357.521593374577,2.6781998182204667
헷징,3,0,0.5,5,-15,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1696.0441896431905,-2.2170512282917523,12329.09341982775,2.677327561308958
헷징,4,0,0.5,12,-20,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-1818.380151895074,-2.5255279887431583,12206.757457575866,2.6769204950824266
헷징,2,5,1.0,5,-12,105,384000,14025.137609470941,3.652379585799724,82,294000.0,4056.566957616308,1.3797846794613293,18081.70456708725,2.6669180777414825
헷징,3,0,0.75,10,-10,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-730.2856784514789,-0.6364145345982387,13294.851931019462,2.6656344723848546
헷징,3,0,0.75,12,-12,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-730.4304827988026,-0.6365407257505905,13294.70712667214,2.6656054389317574
헷징,2,0,0.75,8,-10,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-1258.225625040123,-1.3106516927501284,12766.911984430819,2.6597733300897537
헷징,2,0,0.75,12,-12,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-1261.1954707153552,-1.3137452819951616,12763.942138755587,2.6591546122407475
헷징,2,0,0.75,10,-10,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-1300.9681485906353,-1.355175154781912,12724.169460880306,2.650868637683397
헷징,2,0,0.75,5,-20,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-1318.9246789671506,-1.3738798739241154,12706.21293050379,2.6471276938549564
헷징,3,0,0.5,8,-20,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1878.795330532857,-2.4559416085396824,12146.342278938084,2.6376421886944805
헷징,4,0,0.75,8,-12,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-1092.8175105535104,-1.0118680653273244,12932.320098917431,2.628520345308421
헷징,3,0,0.5,5,-20,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1929.169173408198,-2.5217897691610434,12095.968436062743,2.626703243444678
헷징,3,0,0.5,10,-20,105,384000,14025.137609470941,3.652379585799724,51,76500.0,-1997.3043132689736,-2.6108553114627107,12027.833296201967,2.6119073390232286
헷징,4,0,0.75,10,-12,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-1204.3484473596077,-1.1151374512588959,12820.789162111334,2.605851455713686
헷징,4,0,0.5,5,-20,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-2143.8983737768917,-2.9776366302456827,11881.239235694049,2.605534920108344
헷징,3,0,1.0,12,-10,105,384000,14025.137609470941,3.652379585799724,51,153000.0,-60.17539699818906,-0.039330324835417686,13964.962212472752,2.6005516224344047
헷징,4,0,0.75,8,-15,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-1252.2507014835026,-1.1594913902625024,12772.886907987438,2.596115225200699
헷징,4,0,0.75,10,-15,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-1271.050512393736,-1.1768986225867926,12754.087097077205,2.592294125422196
헷징,2,5,0.75,5,-20,105,384000,14025.137609470941,3.652379585799724,82,220500.0,1628.7505081160962,0.7386623619574133,15653.888117587037,2.5895596555148117
헷징,2,0,1.0,5,-12,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-833.6666251613526,-0.6513020509073068,13191.470984309588,2.5764591766229663
헷징,4,0,0.5,12,-10,105,384000,14025.137609470941,3.652379585799724,36,72000.0,-2287.759293904981,-3.1774434637569184,11737.37831556596,2.5739864727118333
헷징,2,0,1.0,12,-10,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-854.6241981208483,-0.6676751547819127,13170.513411350094,2.572365900654315
헷징,2,0,0.75,12,-15,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-1700.4880621046298,-1.7713417313589892,12324.64954736631,2.5676353223679813
헷징,2,5,0.5,10,-10,105,384000,14025.137609470941,3.652379585799724,82,147000.0,-396.7298486380722,-0.26988425077419875,13628.40776083287,2.56655513386683
헷징,2,5,1.25,5,-12,105,384000,14025.137609470941,3.652379585799724,82,367500.0,5070.708697020385,1.3797846794613293,19095.846306491327,2.5410307793068965
헷징,2,0,0.75,8,-12,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-1848.452947164843,-1.9254718199633782,12176.6846623061,2.536809304647104
헷징,3,0,0.75,10,-12,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-1415.584613501641,-1.2336249355134126,12609.552995969301,2.528231177136702
헷징,3,0,0.75,8,-12,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-1417.8211393974634,-1.2355739776884211,12607.316470073478,2.5277827508919253
헷징,3,0,0.75,5,-10,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-1425.8819037104704,-1.2425986088980134,12599.255705760472,2.526166557545959
헷징,2,0,1.25,5,-10,105,384000,14025.137609470941,3.652379585799724,64,160000.0,-304.71167103973204,-0.19044479439983253,13720.42593843121,2.522137121035149
헷징,2,0,0.75,10,-12,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-1921.195470715355,-2.0012452819951614,12103.942138755587,2.5216546122407473
헷징,2,5,1.0,5,-15,105,384000,14025.137609470941,3.652379585799724,82,294000.0,3060.261218934185,1.0409051765082262,17085.398828405127,2.5199703286733226
헷징,2,0,0.75,8,-15,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-2034.1225763619573,-2.118877683710372,11991.015033108984,2.498128131897705
헷징,4,0,0.75,8,-20,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-1754.0918157647473,-1.6241590886710622,12271.045793706195,2.4941149987207716
헷징,4,0,0.75,10,-20,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-1772.8916266749816,-1.6415663209953535,12252.24598279596,2.490293898942268
헷징,3,0,0.75,12,-15,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-1623.6148635531142,-1.4149149137717771,12401.522745917828,2.486520851311845
헷징,2,5,0.5,12,-10,105,384000,14025.137609470941,3.652379585799724,82,147000.0,-906.7298486380719,-0.6168230262844027,13118.40776083287,2.4705099361267173
헷징,2,0,0.75,12,-20,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-2174.5095772940217,-2.265114143014606,11850.628032176919,2.4688808400368583
헷징,2,5,0.5,8,-10,105,384000,14025.137609470941,3.652379585799724,82,147000.0,-953.0327892745718,-0.6483216253568516,13072.10482019637,2.4617899849710674
헷징,2,0,1.0,5,-15,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-1469.972363843476,-1.1484159092527155,12555.165245627466,2.4521807120366144
헷징,3,0,1.0,8,-10,105,384000,14025.137609470941,3.652379585799724,51,153000.0,-890.1546881284847,-0.5818004497571795,13134.982921342456,2.4459930952220588
헷징,3,0,0.75,5,-12,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-1853.3819037104718,-1.615147628505858,12171.75570576047,2.4404522718316732
헷징,3,0,1.0,10,-10,105,384000,14025.137609470941,3.652379585799724,51,153000.0,-973.7142379353054,-0.6364145345982388,13051.423371535635,2.4304326576416453
헷징,3,0,1.0,12,-12,105,384000,14025.137609470941,3.652379585799724,51,153000.0,-973.9073103984038,-0.6365407257505907,13051.230299072537,2.4303967037379026
헷징,2,0,0.75,10,-15,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-2360.4880621046304,-2.4588417313589903,11664.64954736631,2.4301353223679816
헷징,3,0,1.25,12,-10,105,384000,14025.137609470941,3.652379585799724,51,191250.0,-75.21924624773595,-0.03933032483541749,13949.918363223205,2.4250184029940383
헷징,2,5,0.5,10,-12,105,384000,14025.137609470941,3.652379585799724,82,147000.0,-1161.102573724241,-0.7898656964110483,12864.0350357467,2.4226054681255556
헷징,2,0,0.75,8,-20,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-2433.144091551348,-2.5345250953659875,11591.993517919593,2.414998649566582
헷징,2,0,1.0,8,-10,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-1677.634166720164,-1.3106516927501284,12347.503442750778,2.4116217661622614
헷징,2,0,1.0,12,-12,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-1681.5939609538073,-1.313745281995162,12343.543648517134,2.4108483688510027
헷징,4,0,0.75,12,-12,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-2209.4253057896103,-2.045764172027417,11815.712303681332,2.4015675413986446
헷징,2,0,1.0,10,-10,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-1734.624198120848,-1.3551751547819124,12290.513411350094,2.400490900654315
헷징,2,0,1.0,5,-20,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-1758.5662386228676,-1.3738798739241154,12266.571370848074,2.395814720868765
헷징,2,5,1.0,5,-20,105,384000,14025.137609470941,3.652379585799724,82,294000.0,2171.667344154793,0.7386623619574126,16196.804953625735,2.388909285195536
헷징,2,0,1.25,5,-12,105,384000,14025.137609470941,3.652379585799724,64,160000.0,-1042.0832814516898,-0.6513020509073061,12983.05432801925,2.3865908691211857
헷징,4,0,0.75,12,-15,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-2306.1273708237386,-2.135303121133091,11719.010238647203,2.3819126501315453
헷징,4,0,0.75,10,-10,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-2306.5620824274665,-2.1357056318772836,11718.575527043475,2.3818242941145273
헷징,2,0,1.25,12,-10,105,384000,14025.137609470941,3.652379585799724,64,160000.0,-1068.280247651061,-0.6676751547819131,12956.85736181988,2.381775250334537
헷징,4,0,1.0,8,-12,105,384000,14025.137609470941,3.652379585799724,36,144000.0,-1457.0900140713488,-1.0118680653273255,12568.047595399592,2.3803120445832557
헷징,2,5,1.25,5,-15,105,384000,14025.137609470941,3.652379585799724,82,367500.0,3825.326523667731,1.0409051765082262,17850.464133138674,2.3753112618947005
헷징,3,0,0.75,8,-15,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-2243.505520151776,-1.955124636297844,11781.632089319166,2.3622319978584794
헷징,3,5,0.5,12,-12,105,384000,14025.137609470941,3.652379585799724,68,164500.0,-1101.8748182563177,-0.6698327162652387,12923.262791214624,2.3561098981248176
헷징,4,0,1.0,10,-12,105,384000,14025.137609470941,3.652379585799724,36,144000.0,-1605.7979298128107,-1.1151374512588963,12419.339679658131,2.3521476666019185
헷징,4,0,0.75,5,-12,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-2464.573255454101,-2.282012273568612,11560.56435401684,2.349708202035943
헷징,3,0,0.75,10,-15,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-2308.768994255952,-2.0119991235345984,11716.36861521499,2.34914658951679
헷징,3,0,0.75,12,-20,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-2310.802339200624,-2.01377110169989,11714.335270270318,2.348738901307332
헷징,3,5,0.5,12,-10,105,384000,14025.137609470941,3.652379585799724,68,164500.0,-1156.7530018999194,-0.703193314224875,12868.384607571023,2.3461047598124014
헷징,4,0,1.0,8,-15,105,384000,14025.137609470941,3.652379585799724,36,144000.0,-1669.6676019780036,-1.1594913902625026,12355.470007492937,2.340051137782753
헷징,4,0,1.0,10,-15,105,384000,14025.137609470941,3.652379585799724,36,144000.0,-1694.7340165249818,-1.1768986225867928,12330.403592945959,2.3353037107852197
헷징,4,0,0.75,8,-10,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-2546.562082427468,-2.3579278540995072,11478.575527043473,2.333043806309649
헷징,2,0,0.75,10,-20,105,384000,14025.137609470941,3.652379585799724,64,96000.0,-2834.5095772940217,-2.952614143014606,11190.628032176919,2.331380840036858
헷징,2,5,0.5,10,-15,105,384000,14025.137609470941,3.652379585799724,82,147000.0,-1649.4470384391145,-1.122072815264704,12375.690571031826,2.3306385256180464
헷징,2,5,0.5,12,-12,105,384000,14025.137609470941,3.652379585799724,82,147000.0,-1651.4215465914858,-1.1234160180894461,12373.716062879455,2.330266678508372
헷징,2,5,0.5,8,-12,105,384000,14025.137609470941,3.652379585799724,82,147000.0,-1717.4055143607407,-1.168303070993701,12307.732095110201,2.317840319229793
헷징,4,0,0.75,5,-10,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-2658.3178273280564,-2.4614053956741264,11366.819782142884,2.3103292240127815
헷징,3,0,0.75,5,-15,105,384000,14025.137609470941,3.652379585799724,51,114750.0,-2544.066284464786,-2.2170512282917523,11481.071325006156,2.3019691879711592
헷징,4,0,0.75,5,-15,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-2714.0064463840918,-2.512968931837122,11311.13116308685,2.2990103990013924
헷징,2,0,1.0,12,-15,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-2267.3174161395063,-1.7713417313589892,11757.820193331434,2.2964492565100456
헷징,4,0,0.75,12,-20,105,384000,14025.137609470941,3.652379585799724,36,108000.0,-2727.5702278426124,-2.5255279887431596,11297.567381628329,2.2962535328512863
헷징,3,5,0.5,10,-10,105,384000,14025.137609470941,3.652379585799724,68,164500.0,-1532.8165692388507,-0.9318033855555322,12492.321040232091,2.2775425779821497
헷징,3,5,0.5,10,-12,105,384000,14025.137609470941,3.652379585799724,68,164500.0,-1537.673027426285,-0.9347556397728176,12487.464582044657,2.2766571708376766
헷징,3,0,1.0,10,-12,105,384000,14025.137609470941,3.652379585799724,51,153000.0,-1887.44615133552,-1.2336249355134117,12137.691458135421,2.2602777389451436
헷징,3,0,1.0,8,-12,105,384000,14025.137609470941,3.652379585799724,51,153000.0,-1890.4281858632853,-1.2355739776884218,12134.709423607655,2.2597224252528223
헷징,2,0,1.0,8,-12,105,384000,14025.137609470941,3.652379585799724,64,128000.0,-2464.6039295531236,-1.9254718199633778,11560.533679917819,2.257916734358949
헷징,3,0,1.0,5,-10,105,384000,14025.137609470941,3.652379585799724,51,153000.0,-1901.1758716139602,-1.2425986088980132,12123.961737856982,2.2577209940143357
